,cat1,cat2,cat3,brand_name
2119,WOM,Skirts,Asymmetrical,LuLaRoe
2135,WOM,Shoes,Sandals,Gucci
2148,MEN,Athletic Apparel,Shirts & Tops,Air Jordan
2157,MEN,Shoes,Athletic,ASICS
2158,WOM,Skirts,"Straight, Pencil",Others
2160,KID,Girls 0-24 Mos,Accessories,Others
2167,HOM,Kitchen & Dining,Cookware,Others
2170,VIN,Toy,Electronic,Others
2171,VIN,Bags and Purses,Formal,David's Bridal
2175,WOM,Coats & Jackets,Motorcycle,Others
2176,WOM,Athletic Apparel,Jackets,Adidas
2178,SPO,Exercise,Yoga & Pilates,Others
2194,ELE,Computers & Tablets,Networking & Connectivity,Others
2196,MEN,Men's Accessories,Ties,Christian Dior
2204,WOM,Women's Accessories,Scarves & Wraps,Lululemon
2210,WOM,Women's Handbags,Totes & Shoppers,Kate Spade
2228,ELE,Cell Phones & Accessories,Cell Phone Accessories,Apple
2236,WOM,Athletic Apparel,Sports Bras,Lululemon
2244,BEA,Makeup,Face,Christian Dior
2246,HAN,Other,Other,Others
2252,WOM,Athletic Apparel,Shorts,True Religion Brand Jeans
2266,HOM,Home Appliances,Humidifiers,Others
2267,WOM,Women's Accessories,Wallets,Gucci
2270,HOM,Kitchen & Dining,Coffee & Tea Accessories,Keurig
2278,BEA,Fragrance,Sets,Others
2289,MEN,Tops,Dress Shirts,Others
2292,WOM,Women's Handbags,Totes & Shoppers,Tory Burch
2293,OTH,Office supplies,Writing,Others
2294,ELE,Video Games & Consoles,Accessories,Microsoft
2295,MEN,Men's Accessories,Other,Versace
2311,MEN,Athletic Apparel,Shorts,Michael Kors
2312,SPO,Team Sports,Volleyball,Others
2326,BEA,Hair Care,Styling Tools,Others
2335,WOM,Athletic Apparel,Shorts,Adidas
2351,KID,Toys,"Kids' Furniture, Décor & Storage",Others
2359,WOM,Coats & Jackets,Puffer,Others
2369,HAN,Geekery,Science,Others
2379,VIN,Jewelry,Bracelet,Others
2387,HOM,Seasonal Décor,Christmas,Others
2395,MEN,Men's Accessories,Watches,Michael Kors
2428,WOM,Women's Handbags,Messenger & Crossbody,Burberry
2435,VIN,Antique,50 To 75 Years,Others
2439,BEA,Makeup,Face,Tom Ford
2452,VIN,Toy,Game,Others
2453,MEN,Sweaters,Other,Others
2454,OTH,Office supplies,Calendars,Others
2457,ELE,Cell Phones & Accessories,Batteries,Others
2471,WOM,Tops & Blouses,"Tank, Cami",Michael Kors
2499,WOM,Jeans,Straight Leg,Miss Me
2505,ELE,Cell Phones & Accessories,Screen Protectors,Apple
2519,WOM,Other,Other,Lilly Pulitzer
2529,WOM,Athletic Apparel,Shirts & Tops,LuLaRoe
2530,KID,Gear,"Swings, Jumpers & Bouncers",Others
2539,WOM,Dresses,Knee-Length,Free People
2553,MEN,Athletic Apparel,Shorts,Others
2573,ELE,Media,Other,Others
2591,OTH,Pet Supplies,Others,Others
2596,ELE,"TV, Audio & Surveillance",DVD & Blu-ray Players,Samsung
2602,WOM,Coats & Jackets,Raincoat,Others
2606,HOM,Kitchen & Dining,Bakeware,Rae Dunn
2611,MEN,Jeans,Other,Others
2630,VIN,Collectibles,Other,Others
2633,WOM,Jewelry,Rings,James Avery
2635,SPO,Exercise,Athletic Training,Others
2640,MEN,Sweaters,Crewneck,Others
2649,HOM,Kitchen & Dining,Kitchen Utensils & Gadgets,Rae Dunn
2653,KID,Car Seats & Accessories,Car Seats,Others
2657,SPO,Outdoors,Hiking & Camping,Others
2658,WOM,Sweaters,Scoop Neck,Others
2661,KID,Girls 0-24 Mos,Swimwear,Others
2678,MEN,Shorts,Cargo,Others
2687,KID,Feeding,Breastfeeding,Medela
2689,WOM,Jewelry,Bracelets,David Yurman
2692,WOM,Suits & Blazers,Pant Suit,Others
2702,WOM,Maternity,Other,Others
2707,VIN,Housewares,Bowl,Others
2708,ELE,Video Games & Consoles,Accessories,Sony
2711,WOM,Women's Handbags,Hobo,Others
2719,ELE,"TV, Audio & Surveillance",Headphones,Beats by Dr. Dre
2728,WOM,Jeans,"Slim, Skinny",Rock Revival
2736,WOM,Skirts,A-Line,Others
2752,OTH,Musical instruments,Wind & Woodwind Instruments,Others
2776,WOM,Jeans,Overalls,Others
2784,MEN,Coats & Jackets,Vest,patagonia
2793,BEA,Bath & Body,Sets,Others
2797,WOM,Maternity,Pants,Others
2798,MEN,Shoes,Sandals,Gucci
2807,WOM,Women's Handbags,Shoulder Bag,Louis Vuitton
2815,KID,Other,Other,Others
2828,SPO,Exercise,Dance,Others
2854,WOM,Shoes,Boots,Justin
2860,HAN,Books and Zines,Bookmark,Others
2874,HOM,Kitchen & Dining,Kitchen & Table Linens,Others
2883,WOM,Women's Accessories,Sunglasses,Ray-Ban
2885,BEA,Tools & Accessories,Waxing,Others
2887,SPO,Apparel,Boys,patagonia
2900,HOM,Kitchen & Dining,Water Coolers & Filters,Others
2909,BEA,Skin Care,Sun,Others
2918,MEN,Shoes,Work & Safety,Ariat
2924,KID,Safety,Monitors,Others
2936,WOM,Coats & Jackets,Puffer,The North Face
2938,HOM,Cleaning Supplies,Air Fresheners,Others
2942,VIN,Electronics,Video Game,Nintendo
2953,KID,Boys 2T-5T,One-Pieces,Others
2973,VIN,Bags and Purses,Handbag,Others
2996,HAN,Clothing,Lingerie,Others
3017,KID,Diapering,Wipes & Holders,Others
3019,BEA,Fragrance,Men,Others
3034,HAN,Accessories,Pinback Button,Others
3051,WOM,Coats & Jackets,Vest,Lululemon
3052,HOM,Home Décor,Candles & Holders,Others
3053,MEN,Athletic Apparel,Other,Others
3059,WOM,Women's Handbags,Messenger & Crossbody,Rebecca Minkoff
3069,HAN,Accessories,Leg Warmers,Others
3076,KID,Feeding,Highchairs & Booster Seats,Others
3086,BEA,Makeup,Face,SeneGence
3089,ELE,"TV, Audio & Surveillance",Portable Audio & Accessories,Beats by Dr. Dre
3107,ELE,Cameras & Photography,Camcorders,Others
3109,VIN,Clothing,Sweater,Free People
3110,MEN,Pants,"Khakis, Chinos",Others
3112,MEN,Sweats & Hoodies,Track & Sweat Pants,PUMA
3123,WOM,Shoes,Loafers & Slip-Ons,UGG Australia
3143,VIN,Accessories,Eyewear,Ray-Ban
3153,KID,Toys,Puzzles,Others
3156,VIN,Serving,Tumbler,Others
3160,VIN,Trading Cards,Vintage,Others
3170,MEN,Shorts,Other,Others
3176,WOM,Athletic Apparel,"Pants, Tights, Leggings",Adidas
3181,KID,Toys,Games,Nintendo
3189,KID,Toys,Other,Others
3216,HAN,Crochet,Supplies,Others
3220,OTH,Office supplies,Ink & Toner,Canon
3241,SPO,Footwear,Cleats,Others
3247,KID,Girls (4+),Shoes,UGG Australia
3324,WOM,Jewelry,Earrings,Chanel
3330,OTH,Books,Business & Money,Others
3344,SPO,Outdoors,Bike & Skate,Others
3347,WOM,Coats & Jackets,Windbreaker,Others
3356,WOM,Jeans,Straight Leg,Rock Revival
3375,WOM,Shoes,Work & Safety,Others
3376,WOM,Tops & Blouses,Turtleneck,Others
3378,VIN,Home Decor,Candle Holder,Others
3380,WOM,Shoes,Boots,Dr. Martens
3385,WOM,Women's Handbags,Satchel,Michael Kors
3390,OTH,Office supplies,Organization,Others
3394,ELE,Computers & Tablets,iPad,Apple
3405,VIN,Electronics,Video Game,Sony
3413,HAN,Holidays,Other,Others
3418,WOM,Women's Handbags,Other,Others
3434,MEN,Shoes,Boots,DIESEL
3435,WOM,Women's Handbags,Satchel,Others
3443,BEA,Makeup,Lips,Chanel
3445,VIN,Clothing,Skirt,Others
3452,HOM,Storage & Organization,Bathroom Storage & Organization,Others
3462,HOM,Home Décor,Baskets,Others
3475,HAN,Paper Goods,Stationery,Others
3483,ELE,"TV, Audio & Surveillance",Headphones,Samsung
3521,MEN,Shorts,Cargo,Rock Revival
3549,MEN,Shoes,Loafers & Slip-Ons,Cole Haan
3582,WOM,Sweaters,Cardigan,Independent
3613,BEA,Hair Care,Hair & Scalp Treatments,Others
3619,WOM,Women's Handbags,Backpack Style,The North Face
3637,SPO,Exercise,Athletic Training,Adidas
3641,WOM,Jeans,Boot Cut,True Religion Brand Jeans
3684,HAN,Holidays,Christmas,Others
3690,MEN,Jeans,Relaxed,Others
3707,KID,Strollers,Accessories,Bugaboo
3723,WOM,Athletic Apparel,Shirts & Tops,Oakley
3732,WOM,Jewelry,Necklaces,Chanel
3739,WOM,Jewelry,Necklaces,MARC BY MARC JACOBS
3767,HAN,Accessories,Lanyard,Others
3776,BEA,Makeup,Lips,Christian Dior
3777,VIN,Housewares,Coaster,Others
3797,MEN,Jeans,"Classic, Straight Leg",Others
3806,WOM,Jeans,"Capri, Cropped",Miss Me
3814,HAN,Jewelry,Books and Zines,Others
3816,SPO,Outdoors,Indoor,Yeti
3832,SPO,Fan Shop,NHL,Others
3837,WOM,Skirts,Mini,Lilly Pulitzer
3852,WOM,Swimwear,Two-Piece,Triangl
3861,WOM,Underwear,Bras,Lululemon
3873,KID,Boys (4+),Other,Others
3883,OTH,Office supplies,Other,Others
3888,WOM,Jewelry,Earrings,Kate Spade
3894,SPO,Fan Shop,NBA,Others
3929,WOM,Shoes,Other,Others
3936,WOM,Shoes,Slippers,UGG Australia
3947,WOM,Shoes,Sandals,PUMA
3958,ELE,Cameras & Photography,Digital Cameras,Canon
3963,KID,Girls (4+),Coats & Jackets,Others
3967,SPO,Team Sports,Soccer,Others
3983,MEN,Men's Accessories,Ties,Burberry
3988,VIN,Clothing,Sweater,UNIF
3993,OTH,Books,Reference,Others
4011,MEN,Sweats & Hoodies,"Sweatshirt, Pullover",Adidas
4023,ELE,Cell Phones & Accessories,Cell Phones & Smartphones,HTC
4025,HOM,Artwork,Posters & Prints,Others
4045,BEA,Tools & Accessories,Nail Tools,Others
4055,HAN,Pets,Leash,Others
4067,WOM,Jeans,Boyfriend,Others
4070,WOM,Athletic Apparel,Jerseys,Others
4071,KID,Gear,Baby Seats,Others
4078,WOM,Women's Accessories,Other,Lululemon
4090,VIN,Toy,Car,Others
4102,MEN,Jeans,"Classic, Straight Leg",Rock Revival
4127,ELE,"TV, Audio & Surveillance",Televisions,Roku
4143,WOM,Tops & Blouses,Knit Top,Free People
4151,WOM,Women's Handbags,Messenger & Crossbody,Louis Vuitton
4153,WOM,Athletic Apparel,Jackets,patagonia
4194,NOI,no_info,no_info,tokidoki
4208,MEN,Athletic Apparel,Jackets,Adidas
4214,WOM,Athletic Apparel,Shirts & Tops,Adidas
4223,KID,Diapering,Diaper Bags,All
4225,WOM,Shoes,Boots,Ariat
4234,WOM,Women's Accessories,Watches,Kate Spade
4239,MEN,Shoes,Fashion Sneakers,Air Force
4248,ELE,Computers & Tablets,Laptops & Netbooks,HP
4250,HOM,Home Décor,Vases,Others
4264,ELE,Cell Phones & Accessories,Chargers & Cradles,Samsung
4301,WOM,Jewelry,Necklaces,Independent
4330,HOM,Home Décor,Area Rugs & Pads,Others
4355,OTH,Daily & Travel items,Personal Care,Philips
4361,VIN,Home Decor,Tray,Others
4365,KID,Strollers,Accessories,Others
4374,HOM,Home Appliances,"Wine, Beer & Beverage Coolers",Others
4383,WOM,Jeans,Flare,Others
4389,VIN,Toy,Doll,Others
4416,MEN,Tops,"Polo, Rugby",Burberry
4418,MEN,Pants,Dress - Flat Front,Others
4444,WOM,Coats & Jackets,Trench,Others
4468,WOM,Shoes,Mules & Clogs,Dansko
4474,MEN,Men's Accessories,Belts,HERMES
4477,MEN,Men's Accessories,Watches,Gucci
4481,WOM,Jewelry,Bracelets,James Avery
4519,WOM,Women's Accessories,Watches,Chanel
4535,MEN,Sweats & Hoodies,Hoodie,Supreme
4537,MEN,Athletic Apparel,Pants,Lululemon
4541,VIN,Bags and Purses,Purse,Michael Kors
4544,KID,Feeding,Breastfeeding,Others
4555,MEN,Coats & Jackets,Jean Jacket,Others
4560,WOM,Jeans,Straight Leg,True Religion Brand Jeans
4563,WOM,Shoes,Sandals,Jeffery Campbell
4573,KID,Pregnancy & Maternity,Prenatal Monitoring Devices,Others
4575,MEN,Men's Accessories,Belts,Others
4580,WOM,Dresses,Full-Length,Customized & Personalized
4599,KID,Diapering,Cloth Diapers,All
4610,HOM,Seasonal Décor,Easter,Others
4630,WOM,Women's Accessories,Sunglasses,Oakley
4652,ELE,Computers & Tablets,"Drives, Storage & Media",Sony
4654,OTH,Automotive,Performance Parts & Accessories,Others
4661,WOM,Women's Accessories,Watches,Coach
4678,ELE,Cameras & Photography,Film Photography,Others
4688,MEN,Athletic Apparel,Shorts,Adidas
4689,WOM,Shoes,Pumps,Louis Vuitton
4703,WOM,Women's Handbags,Messenger & Crossbody,Gucci
4742,KID,Girls (4+),Swimwear,Others
4762,KID,Toys,Toy Remote Control & Play Vehicles,Others
4781,WOM,Jeans,"Capri, Cropped",Rock Revival
4783,MEN,Coats & Jackets,Varsity,Others
4798,ELE,Cell Phones & Accessories,Headsets,Beats by Dr. Dre
4809,SPO,Golf,Electronics,Others
4834,KID,Gear,Travel Beds,Others
4838,SPO,Team Sports,Tennis & Racquets,Others
4884,KID,Toys,Games,Spin Master
4893,MEN,Swimwear,Board Shorts,Others
4903,WOM,Athletic Apparel,Shirts & Tops,lululemon athletica
4912,BEA,Skin Care,Eyes,Others
4921,WOM,Sweaters,Other,patagonia
4925,ELE,Cameras & Photography,Digital Cameras,Nikon
4946,WOM,Jewelry,Necklaces,Kate Spade
4959,WOM,Shoes,Sandals,Free People
4966,MEN,Men's Accessories,Hats,Air Jordan
4969,VIN,Clothing,Dress,Others
4979,BEA,Skin Care,Hands & Nails,Others
4982,VIN,Antique,75 To 100 Years,Others
4988,WOM,Dresses,Mid-Calf,LuLaRoe
4989,BEA,Makeup,Eyes,SeneGence
4996,HOM,Seasonal Décor,Thanksgiving,Others
5007,VIN,Trading Cards,"Action, Adventure",Others
5008,ELE,Cameras & Photography,Camera & Photo Accessories,Fuji
5016,VIN,Jewelry,Pendant,Others
5032,MEN,Tops,T-shirts,True Religion Brand Jeans
5046,BEA,Makeup,Face,Chanel
5054,KID,Safety,Cabinet Locks & Straps,Others
5056,WOM,Women's Handbags,Messenger & Crossbody,MARC BY MARC JACOBS
5066,WOM,Women's Accessories,Belts,Miss Me
5074,SPO,Golf,Golf Balls,Titleist
5108,VIN,Jewelry,Earrings,Others
5118,WOM,Shoes,Flats,Coach
5165,WOM,Tops & Blouses,"Tank, Cami",Lilly Pulitzer
5175,WOM,Women's Accessories,Sunglasses,Chanel
5183,VIN,Jewelry,Necklace,Stamped
5184,WOM,Other,Other,Christian Louboutin
5195,VIN,Antique,Accessories,Others
5229,SPO,Outdoors,Other,Others
5238,WOM,Jewelry,Necklaces,UNIF
5246,ELE,Cell Phones & Accessories,Screen Protectors,Samsung
5270,OTH,Automotive,Lights & Lighting Accessories,Others
5296,WOM,Skirts,Pleated,Others
5301,WOM,Athletic Apparel,"Pants, Tights, Leggings",Alo
5304,WOM,Jeans,Flare,True Religion Brand Jeans
5320,WOM,Shoes,Other,Michael Kors
5321,MEN,Men's Accessories,Hats,Customized & Personalized
5336,WOM,Tops & Blouses,Blouse,Disney Collection
5345,WOM,Jeans,"Slim, Skinny",Michael Kors
5346,BEA,Skin Care,Face,SeneGence
5352,WOM,Skirts,"Straight, Pencil",LuLaRoe
5367,BEA,Tools & Accessories,Tweezers,Others
5372,VIN,Toy,Animal,Others
5375,HAN,Needlecraft,Supplies,Others
5385,BEA,Tools & Accessories,Bags & Cases,Others
5394,WOM,Women's Handbags,Messenger & Crossbody,Prada
5396,WOM,Sweaters,Sweatercoat,LuLaRoe
5406,HAN,Needlecraft,Needlepoint,Others
5438,WOM,Athletic Apparel,Shorts,True Religion
5471,SPO,Outdoors,Skateboard,Others
5472,KID,Toys,Stuffed Animals & Plush,Spin Master
5478,MEN,Men's Accessories,Belts,Gucci
5489,MEN,Tops,Other,Others
5508,VIN,Jewelry,Other,Others
5605,WOM,Jeans,Boot Cut,Big Star
5633,WOM,Jeans,"Slim, Skinny",rag & bone
5635,WOM,Women's Handbags,Backpack Style,Lululemon
5641,HOM,Kitchen & Dining,Storage & Organization,Others
5644,KID,Health & Baby Care,Teething Relief,Others
5650,MEN,Shoes,Sandals,Jordans
5651,ELE,Computers & Tablets,iPad,Samsung
5689,ELE,Cell Phones & Accessories,Cell Phone Accessories,Samsung
5718,VIN,Paper Ephemera,Stamps,Others
5720,KID,Toys,Sports & Outdoor Play,Others
5743,HAN,Accessories,Gloves,Others
5763,VIN,Clothing,Shorts,Others
5786,BEA,Tools & Accessories,Mirrors,Others
5788,WOM,Women's Accessories,Hats,Customized & Personalized
5813,SPO,Team Sports,Basketball,Others
5815,WOM,Tops & Blouses,"Tank, Cami",UNIF
5837,MEN,Men's Accessories,Wallets,Louis Vuitton
5876,VIN,Accessories,Keychain,Coach
5893,ELE,"TV, Audio & Surveillance",Televisions,Others
5918,HAN,Accessories,Apron,Others
5939,WOM,Jewelry,Earrings,Stamped
5947,MEN,Tops,T-shirts,Oakley
5990,VIN,Bags and Purses,Handbag,Dooney & Bourke
5993,KID,Gear,Walkers,Others
6010,WOM,Women's Handbags,Cosmetic Bags,Lilly Pulitzer
6011,SPO,Team Sports,Soccer,Adidas
6029,HOM,Kitchen & Dining,Kitchen Utensils & Gadgets,KitchenAid
6031,WOM,Shoes,Boots,Sam Edelman
6034,ELE,Computers & Tablets,Laptops & Netbooks,Apple
6040,WOM,Shoes,Flats,Michael Kors
6051,MEN,Jeans,Boot Cut,Rock Revival
6062,WOM,Shoes,Boots,Saint Laurent
6072,WOM,Athletic Apparel,"Skirts, Skorts & Dresses",lululemon athletica
6102,WOM,Shoes,Fashion Sneakers,Gucci
6122,WOM,Shoes,Sandals,Chaco
6124,SPO,Outdoors,Snowboard,Others
6130,ELE,"Car Audio, Video & GPS",GPS Units & Equipment,Garmin
6136,WOM,Swimwear,Cover-Ups,LuLaRoe
6146,VIN,Home Decor,Linens,Others
6196,WOM,Other,Other,Tiffany & Co.
6225,WOM,Coats & Jackets,Peacoat,Free People
6238,KID,Bathing & Skin Care,Soaps & Cleansers,Others
6245,WOM,Tops & Blouses,T-Shirts,lululemon athletica
6264,WOM,Shoes,Fashion Sneakers,Louis Vuitton
6269,WOM,Athletic Apparel,Shirts & Tops,adidas Originals
6296,WOM,Jewelry,Rings,Independent
6332,WOM,Women's Handbags,Backpack Style,Adidas
6335,WOM,Women's Handbags,Totes & Shoppers,lululemon athletica
6346,WOM,Jeans,Leggings,Independent
6374,HAN,Art,Sculptures,Others
6381,MEN,Shoes,Fashion Sneakers,DIESEL
6407,WOM,Women's Accessories,Wallets,Chanel
6413,VIN,Bags and Purses,Purse,Others
6420,WOM,Women's Handbags,Backpack Style,Michael Kors
6423,VIN,Toy,Action Figure,Bandai
6444,VIN,Housewares,Tray,Others
6459,WOM,Women's Handbags,Cosmetic Bags,Fendi
6468,SPO,Team Sports,Hockey,Others
6484,WOM,Shoes,Oxfords,Others
6495,OTH,Musical instruments,Instrument Accessories,Others
6507,WOM,Women's Handbags,Satchel,Coach
6509,WOM,Women's Handbags,Other,Coach
6524,BEA,Skin Care,Other,Others
6530,VIN,Supplies,Fabric,Others
6553,HAN,Housewares,Home Decor,Others
6564,WOM,Women's Accessories,Sunglasses,Burberry
6569,SPO,Outdoors,Indoor,Others
6598,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Nintendo
6635,WOM,Coats & Jackets,Parka,Others
6649,VIN,Supplies,Bead,Others
6653,VIN,Accessories,Keychain,Dooney & Bourke
6677,WOM,Women's Accessories,Scarves & Wraps,Gucci
6689,WOM,Sweaters,"Vest, Sleeveless",LuLaRoe
6692,HOM,Storage & Organization,Laundry Storage & Organization,Others
6695,WOM,Women's Handbags,Backpack Style,Gucci
6703,WOM,Women's Handbags,Totes & Shoppers,A Bathing Ape
6707,WOM,Tops & Blouses,T-Shirts,Miss Me
6717,OTH,Musical instruments,Guitars,Others
6753,WOM,Athletic Apparel,"Pants, Tights, Leggings",Customized & Personalized
6774,HAN,Accessories,Patch,Others
6783,WOM,Sweaters,Crewneck,Adidas
6784,WOM,Jewelry,Bracelets,Chanel
6795,WOM,Women's Accessories,Sunglasses,Quay Australia
6797,MEN,Coats & Jackets,Parka,The North Face
6803,WOM,Women's Handbags,Satchel,Dooney & Bourke
6809,OTH,Automotive,Interior Accessories,Others
6815,WOM,Shoes,Flats,Sam Edelman
6821,HOM,Seasonal Décor,St Patrick's,Others
6854,WOM,Athletic Apparel,Shorts,patagonia
6855,WOM,Jeans,Other,Rock Revival
6868,BEA,Bath & Body,Other,Others
6877,MEN,Shorts,Athletic,L.L. Bean
6881,WOM,Shoes,Boots,Frye
6896,WOM,Shoes,Loafers & Slip-Ons,Timberland
6918,VIN,Home Decor,Other,Others
6974,SPO,Exercise,Fitness technology,Garmin
6995,WOM,Women's Accessories,Watches,Customized & Personalized
7048,HOM,Home Décor,Window Treatments,Others
7059,HAN,Clothing,Corset,Others
7073,VIN,Toy,Action Figure,Nintendo
7108,SPO,Golf,Golf Apparel,Titleist
7112,HAN,Dolls and Miniatures,Scale Dollhouse Miniature,Others
7146,MEN,Coats & Jackets,Fleece Jacket,The North Face
7149,WOM,Coats & Jackets,Raincoat,The North Face
7154,WOM,Shoes,Pumps,Coach
7194,WOM,Women's Accessories,Scarves & Wraps,Coach
7202,KID,Bathing & Skin Care,Skin Care,Others
7216,ELE,Computers & Tablets,iPad,AmazonBasics
7221,HAN,Crochet,Clothing,Others
7226,HAN,Accessories,Pin,Others
7227,OTH,Books,Biographies & Memoirs,Others
7242,ELE,"TV, Audio & Surveillance",Headphones,Sony
7281,WOM,Jewelry,Bracelets,Michael Kors
7295,HAN,Holidays,Halloween,Others
7333,VIN,Other,Other,Others
7369,ELE,Computers & Tablets,Desktops & All-In-Ones,Apple
7371,WOM,Women's Handbags,Cosmetic Bags,Chanel
7374,WOM,Shoes,Outdoor,Others
7392,SPO,Apparel,Men,Others
7411,WOM,Shoes,Boots,Burberry
7445,WOM,Shoes,Sandals,L.L. Bean
7462,MEN,Coats & Jackets,Windbreaker,Adidas
7482,HAN,Housewares,Kitchen,Others
7492,KID,Feeding,Other,Others
7515,WOM,Skirts,A-Line,LuLaRoe
7543,VIN,Clothing,Pants,Others
7546,WOM,Women's Handbags,Satchel,Kate Spade
7594,MEN,Swimwear,Swim Trunks,DIESEL
7601,MEN,Pants,Casual Pants,Others
7608,BEA,Bath & Body,Bathing Accessories,Others
7623,HOM,Kitchen & Dining,Food Service Equipment & Supplies,Others
7661,WOM,Shoes,Boots,Cole Haan
7672,KID,Boys 2T-5T,Shoes,Jordan
7679,WOM,Skirts,Maxi,LuLaRoe
7685,OTH,Books,Christian Books & Bibles,Others
7703,WOM,Women's Accessories,Belts,Kate Spade
7706,HOM,Home Décor,Decorative Pillows,Others
7721,KID,Bathing & Skin Care,Shampoo,Others
7749,WOM,Shoes,Athletic,PUMA
7764,MEN,Tops,Button-Front,L.L. Bean
7765,MEN,Suits,Two Button,Others
7776,VIN,Accessories,Other,Others
7790,WOM,Jewelry,Necklaces,Michael Kors
7843,WOM,Jewelry,Bracelets,Kate Spade
7845,KID,Toys,Electronics for Kids,Bandai
7846,HOM,Bedding,Bed Pillows,Others
7855,WOM,Skirts,Maxi,Customized & Personalized
7910,ELE,"TV, Audio & Surveillance",Home Speakers & Subwoofers,JBL
7912,VIN,Collectibles,Figurine,tokidoki
7949,ELE,Computers & Tablets,Laptops & Netbooks,Samsung
7971,WOM,Sweaters,Hooded,Adidas
8001,WOM,Jeans,Flare,Miss Me
8007,MEN,Shoes,Fashion Sneakers,adidas Originals
8030,HAN,Weddings,Cake Toppers,Others
8041,ELE,Cell Phones & Accessories,Headsets,Beats
8069,MEN,Athletic Apparel,Jerseys,Jordan
8073,WOM,Tops & Blouses,Blouse,Michael Kors
8081,MEN,Sweats & Hoodies,"Sweatshirt, Pullover",patagonia
8093,WOM,Women's Accessories,Watches,MARC BY MARC JACOBS
8120,KID,Girls 2T-5T,Coats & Jackets,The North Face
8128,WOM,Athletic Apparel,"Skirts, Skorts & Dresses",Others
8159,ELE,Cameras & Photography,Digital Cameras,Sony
8161,VIN,Antique,Electronics,Others
8171,WOM,Pants,Other,LuLaRoe
8187,WOM,Women's Handbags,Totes & Shoppers,Ted Baker London
8204,HOM,Storage & Organization,Baskets & Bins,Others
8219,WOM,Pants,Casual Pants,Free People
